order_id,item_id,customer_id,quantity,price,order_date,location,delivery_time
1170,5,714,2,9.98,2025-01-20,Miami,41
1171,4,776,2,17.98,2025-04-07,Chicago,44
1172,4,791,1,8.99,2025-01-10,New York,32
1173,1,447,3,38.97,2025-05-21,Atlanta,15
1174,5,369,2,9.98,2024-12-30,Chicago,33
1175,3,104,2,22.98,2025-01-14,Chicago,33
1176,5,43,2,9.98,2025-04-28,Atlanta,41
1177,1,465,2,25.98,2025-04-03,New York,16
1178,1,616,3,38.97,2025-06-26,Chicago,32
1179,3,785,3,34.47,2025-02-06,Atlanta,27
1180,5,201,3,14.97,2025-05-29,Atlanta,18
1181,2,450,2,21.98,2025-01-10,Atlanta,42
1182,2,630,1,10.99,2025-01-18,Miami,37
1183,2,339,2,21.98,2025-02-11,Atlanta,34
1184,3,515,1,11.49,2025-05-21,Atlanta,45
1185,1,215,2,25.98,2025-04-12,New York,37
1186,3,726,3,34.47,2025-01-19,New York,26
1187,2,922,2,21.98,2025-01-18,New York,15
1188,3,187,1,11.49,2025-06-01,New York,39
1189,1,354,3,38.97,2025-04-23,New York,37
1190,2,78,1,10.99,2025-01-15,Atlanta,21
1191,1,716,2,25.98,2025-04-09,Miami,41
1192,2,812,1,10.99,2025-06-21,New York,23
1193,3,906,3,34.47,2025-02-13,Miami,45
1194,5,238,1,4.99,2025-01-03,Atlanta,32
1195,1,241,1,12.99,2025-03-19,Miami,45
1196,5,166,3,14.97,2025-01-22,Dallas,31
1197,5,680,2,9.98,2025-01-06,New York,27
1198,5,43,3,14.97,2025-06-22,Dallas,29
1199,2,821,3,32.97,2025-05-24,Atlanta,41
1200,3,73,1,11.49,2025-01-05,Dallas,41
1201,4,470,3,26.97,2025-06-08,Atlanta,27
1202,4,123,2,17.98,2025-04-08,Atlanta,41
1203,3,478,3,34.47,2025-04-24,Dallas,24
1204,1,630,3,38.97,2025-03-16,Chicago,25
1205,4,817,2,17.98,2025-05-09,Miami,34
1206,2,938,3,32.97,2025-06-10,Atlanta,29
1207,4,113,3,26.97,2025-03-19,New York,32
1208,4,80,1,8.99,2025-03-08,New York,34
1209,2,101,3,32.97,2025-06-24,Miami,39
1210,2,667,1,10.99,2025-03-02,Chicago,20
1211,1,766,3,38.97,2025-04-30,Chicago,33
1212,3,876,2,22.98,2025-01-04,New York,27
1213,5,18,3,14.97,2025-06-17,Chicago,41
1214,1,919,1,12.99,2025-05-29,New York,23
1215,5,986,2,9.98,2025-02-01,New York,45
1216,2,873,1,10.99,2025-05-27,Atlanta,45
1217,1,666,1,12.99,2025-05-05,New York,31
1218,4,180,3,26.97,2025-06-27,Miami,38
1219,1,160,3,38.97,2025-06-09,Miami,32
1220,3,331,2,22.98,2025-04-04,New York,33
1221,1,491,1,12.99,2025-05-27,Miami,20
1222,5,974,2,9.98,2025-02-26,New York,36
1223,2,911,3,32.97,2025-05-18,Dallas,21
1224,4,296,3,26.97,2025-06-27,Miami,35
1225,3,356,1,11.49,2025-05-20,Dallas,37
1226,1,276,2,25.98,2025-01-25,New York,35
1227,1,597,2,25.98,2025-01-06,Atlanta,44
1228,4,472,1,8.99,2025-05-16,Atlanta,31
1229,3,736,2,22.98,2025-03-12,New York,39
1230,2,152,1,10.99,2025-03-14,New York,41
1231,3,475,1,11.49,2025-05-05,New York,16
1232,3,198,3,34.47,2025-01-10,New York,29
1233,1,53,2,25.98,2025-03-13,New York,33
1234,2,325,3,32.97,2025-04-27,Dallas,26
1235,2,72,3,32.97,2025-01-26,Dallas,31
1236,3,1,1,11.49,2025-06-08,Chicago,40
1237,1,228,3,38.97,2025-03-01,Chicago,15
1238,2,158,1,10.99,2025-03-02,Dallas,23
1239,2,463,1,10.99,2025-01-27,Dallas,29
1240,1,785,2,25.98,2025-05-26,Dallas,21
1241,3,498,2,22.98,2025-03-25,Chicago,45
1242,3,41,1,11.49,2025-01-15,Miami,43
1243,2,22,2,21.98,2025-02-12,Chicago,45
1244,3,179,1,11.49,2025-04-21,Miami,35
1245,4,736,2,17.98,2025-06-18,Atlanta,15
1246,4,622,2,17.98,2025-04-22,Miami,38
1247,4,777,2,17.98,2025-04-15,Chicago,33
1248,5,82,2,9.98,2025-06-04,Dallas,42
1249,5,248,1,4.99,2025-05-28,New York,32
1250,2,38,1,10.99,2025-05-27,Atlanta,23
1251,5,847,2,9.98,2025-05-09,Chicago,35
1252,4,754,1,8.99,2025-03-16,Atlanta,21
1253,2,326,1,10.99,2025-03-09,Chicago,19
1254,1,839,2,25.98,2025-05-08,Miami,20
1255,2,372,1,10.99,2025-04-30,Dallas,42
1256,5,488,1,4.99,2025-03-09,Chicago,31
1257,3,820,2,22.98,2025-03-15,New York,16
1258,1,43,2,25.98,2025-06-09,Miami,30
1259,3,409,1,11.49,2025-01-09,Miami,22
1260,1,191,1,12.99,2025-02-15,Miami,19
1261,2,396,2,21.98,2025-01-11,Chicago,26
1262,4,755,3,26.97,2025-02-01,New York,30
1263,4,640,2,17.98,2025-01-14,Miami,43
1264,2,27,2,21.98,2025-02-12,Miami,29
1265,2,561,3,32.97,2025-03-22,Atlanta,36
1266,4,509,1,8.99,2025-01-05,New York,37
1267,2,674,1,10.99,2025-06-09,New York,27
1268,5,130,3,14.97,2025-01-06,Miami,39
1269,2,518,1,10.99,2025-03-01,Chicago,21
1270,2,2,2,21.98,2025-04-20,Chicago,42
1271,5,642,1,4.99,2025-03-02,Miami,15
1272,2,518,1,10.99,2025-01-01,Dallas,17
1273,1,357,3,38.97,2025-06-12,Atlanta,40
1274,2,449,2,21.98,2025-04-11,Dallas,26
1275,4,940,1,8.99,2025-02-12,Atlanta,45
1276,1,583,2,25.98,2025-05-19,Miami,27
1277,5,948,3,14.97,2025-02-23,Chicago,38
1278,4,216,3,26.97,2025-02-01,Atlanta,41
1279,1,81,2,25.98,2025-03-21,Atlanta,45
1280,5,517,3,14.97,2025-05-25,Dallas,35
1281,5,585,2,9.98,2025-01-22,Miami,28
1282,3,625,1,11.49,2025-01-21,Atlanta,16
1283,4,477,3,26.97,2025-05-15,Atlanta,23
1284,1,212,1,12.99,2025-05-28,Chicago,35
1285,2,912,1,10.99,2025-01-20,Chicago,36
1286,3,549,2,22.98,2025-06-02,New York,27
1287,4,637,1,8.99,2025-01-24,Chicago,31
1288,2,366,1,10.99,2025-05-28,New York,27
1289,5,860,2,9.98,2025-01-21,Dallas,38
1290,3,729,1,11.49,2025-03-19,Miami,25
1291,4,931,3,26.97,2025-05-11,Miami,38
1292,3,537,3,34.47,2025-06-29,Dallas,16
1293,5,987,2,9.98,2025-04-12,Atlanta,21
1294,2,505,2,21.98,2025-06-20,Miami,24
1295,3,117,1,11.49,2025-04-04,Miami,20
1296,1,241,2,25.98,2025-03-23,Dallas,30
1297,4,757,1,8.99,2025-05-01,Dallas,37
1298,1,142,1,12.99,2025-02-26,Miami,21
1299,2,58,3,32.97,2025-03-22,New York,21
1300,3,834,3,34.47,2025-06-02,Atlanta,44
1301,2,915,1,10.99,2025-01-01,Atlanta,39
1302,5,417,2,9.98,2025-04-08,Miami,22
1303,1,793,2,25.98,2025-02-01,Atlanta,34
1304,5,331,2,9.98,2025-05-16,Atlanta,44
1305,1,868,2,25.98,2025-05-31,New York,25
1306,3,770,2,22.98,2025-02-08,Atlanta,35
1307,1,282,1,12.99,2025-04-06,Dallas,38
1308,5,965,3,14.97,2025-04-11,Atlanta,24
1309,1,214,1,12.99,2025-05-26,Dallas,22
1310,3,21,1,11.49,2025-04-17,Atlanta,35
1311,1,700,3,38.97,2025-02-05,Dallas,36
1312,1,591,3,38.97,2025-06-05,Chicago,44
1313,4,805,3,26.97,2025-05-10,New York,16
1314,2,427,3,32.97,2025-01-31,New York,44
1315,3,471,2,22.98,2025-01-31,Miami,28
1316,5,642,3,14.97,2025-01-07,New York,18
1317,2,954,3,32.97,2025-05-27,Miami,17
1318,4,515,2,17.98,2025-05-23,Chicago,29
1319,1,91,2,25.98,2025-01-30,Dallas,42
1320,5,436,2,9.98,2025-06-07,New York,40
1321,5,283,1,4.99,2025-05-25,Chicago,44
1322,5,714,1,4.99,2025-04-22,Dallas,33
1323,3,383,1,11.49,2025-01-19,New York,17
1324,4,272,2,17.98,2025-03-14,New York,34
1325,1,341,1,12.99,2025-02-05,New York,36
1326,1,990,1,12.99,2025-05-01,Dallas,36
1327,1,566,1,12.99,2025-06-03,Miami,40
1328,2,763,1,10.99,2025-02-28,Miami,42
1329,5,785,1,4.99,2025-02-08,Atlanta,27
1330,3,765,2,22.98,2025-02-25,Miami,19
1331,1,529,3,38.97,2025-06-18,Atlanta,17
1332,3,366,3,34.47,2025-02-14,Atlanta,45
1333,3,540,2,22.98,2025-06-13,Chicago,37
1334,1,84,2,25.98,2024-12-31,Miami,22
1335,2,739,1,10.99,2025-06-19,New York,44
1336,5,797,2,9.98,2025-05-08,Atlanta,33
1337,1,981,1,12.99,2025-02-05,Dallas,20
1338,1,235,1,12.99,2025-06-17,Miami,22
1339,3,707,2,22.98,2025-05-01,Chicago,25
1340,1,249,1,12.99,2025-04-22,Miami,43
1341,5,701,3,14.97,2025-01-06,Atlanta,20
1342,4,221,3,26.97,2025-02-22,Chicago,17
1343,2,111,3,32.97,2025-03-18,Dallas,38
1344,5,278,1,4.99,2025-03-20,Dallas,34
1345,5,828,1,4.99,2025-06-29,Miami,20
1346,5,909,2,9.98,2025-03-10,Miami,31
1347,2,216,1,10.99,2025-06-21,Dallas,39
1348,5,970,1,4.99,2025-02-07,Dallas,15
1349,2,205,2,21.98,2025-01-23,Dallas,30
1350,1,565,3,38.97,2025-02-13,Miami,20
1351,4,109,3,26.97,2025-06-04,Atlanta,29
1352,4,138,3,26.97,2025-03-08,Atlanta,44
1353,3,378,3,34.47,2025-02-19,Dallas,39
1354,4,510,2,17.98,2025-06-17,New York,20
1355,5,868,1,4.99,2025-05-05,Dallas,27
1356,5,366,3,14.97,2025-05-31,Atlanta,42
1357,2,173,2,21.98,2025-01-19,New York,35
1358,3,854,3,34.47,2025-06-20,Miami,34
1359,4,322,3,26.97,2025-04-19,Chicago,35
1360,5,410,3,14.97,2025-03-12,Dallas,34
1361,1,893,2,25.98,2025-02-04,Miami,41
1362,3,362,3,34.47,2025-06-22,Atlanta,41
1363,1,508,1,12.99,2025-04-08,Atlanta,29
1364,3,142,1,11.49,2025-06-15,Chicago,35
1365,5,296,3,14.97,2025-04-27,Dallas,38
1366,3,447,3,34.47,2025-03-23,Dallas,31
1367,4,258,1,8.99,2025-03-31,Miami,16
1368,5,729,3,14.97,2025-02-07,New York,31
1369,5,343,3,14.97,2024-12-31,Dallas,38
1370,5,466,1,4.99,2025-06-08,Miami,44
1371,2,991,2,21.98,2025-02-21,Miami,40
1372,1,271,2,25.98,2025-03-02,Dallas,44
1373,3,288,2,22.98,2025-04-30,Chicago,31
1374,3,235,1,11.49,2025-01-10,Dallas,23
1375,3,836,2,22.98,2025-05-04,Miami,27
1376,4,13,1,8.99,2025-01-15,Chicago,34
1377,2,356,1,10.99,2025-06-20,Atlanta,15
1378,4,339,1,8.99,2025-02-15,New York,40
1379,2,732,2,21.98,2025-03-07,Chicago,16
1380,4,150,2,17.98,2025-05-16,Atlanta,20
1381,5,389,3,14.97,2025-03-23,Dallas,39
1382,4,726,3,26.97,2025-02-27,Chicago,22
1383,1,384,2,25.98,2025-03-22,Dallas,36
1384,2,189,2,21.98,2025-01-26,Atlanta,43
1385,3,409,1,11.49,2025-02-13,Chicago,38
1386,5,799,1,4.99,2024-12-30,Miami,29
1387,3,224,1,11.49,2025-04-02,New York,24
1388,4,440,1,8.99,2025-01-11,Miami,19
1389,1,674,1,12.99,2025-06-10,Chicago,40
1390,1,114,1,12.99,2025-01-17,New York,19
1391,4,808,2,17.98,2025-02-09,New York,32
1392,5,653,1,4.99,2025-03-06,Chicago,20
1393,5,363,3,14.97,2025-06-29,Dallas,32
1394,2,861,1,10.99,2025-05-25,Chicago,28
1395,4,587,1,8.99,2025-03-27,Chicago,42
1396,5,444,2,9.98,2025-03-23,Miami,41
1397,3,886,1,11.49,2025-03-23,Atlanta,21
1398,3,720,2,22.98,2025-02-26,Dallas,38
1399,1,431,2,25.98,2025-04-26,Dallas,29
1400,4,448,1,8.99,2025-04-03,Chicago,15
1401,5,384,3,14.97,2025-05-01,Dallas,19
1402,3,154,3,34.47,2025-04-02,New York,40
1403,3,940,1,11.49,2025-03-11,Dallas,39
1404,4,975,3,26.97,2025-02-03,Dallas,42
1405,5,867,3,14.97,2025-06-22,New York,19
1406,2,395,3,32.97,2025-06-24,Chicago,15
1407,2,439,3,32.97,2025-01-12,New York,18
1408,5,520,3,14.97,2025-02-20,Miami,23
1409,4,62,1,8.99,2025-04-20,Dallas,34
1410,1,651,1,12.99,2025-02-02,Dallas,38
1411,1,536,2,25.98,2025-05-11,Chicago,30
1412,1,143,3,38.97,2025-05-23,Miami,31
1413,5,804,2,9.98,2025-05-25,New York,23
1414,3,646,2,22.98,2025-03-14,Miami,35
1415,2,319,3,32.97,2025-01-08,New York,17
1416,1,121,2,25.98,2025-03-19,Atlanta,29
1417,1,827,1,12.99,2025-03-19,Chicago,30
1418,2,218,2,21.98,2025-06-14,Dallas,26
1419,5,395,2,9.98,2025-03-18,New York,44
1420,3,282,2,22.98,2025-02-22,Atlanta,31
1421,1,653,3,38.97,2025-06-15,Dallas,38
1422,4,107,1,8.99,2025-02-26,Miami,23
1423,1,991,3,38.97,2025-03-10,Miami,42
1424,1,53,1,12.99,2025-03-04,Dallas,29
1425,3,104,1,11.49,2025-04-11,Miami,23
1426,5,397,1,4.99,2025-01-08,Chicago,18
1427,2,19,1,10.99,2025-04-15,Atlanta,38
1428,5,881,2,9.98,2025-04-01,New York,45
1429,4,858,2,17.98,2025-06-12,New York,30
1430,4,382,2,17.98,2025-06-15,Dallas,20
1431,3,371,1,11.49,2025-02-11,Atlanta,29
1432,5,599,2,9.98,2025-04-02,Miami,31
1433,2,723,3,32.97,2025-04-10,Dallas,15
1434,5,973,1,4.99,2025-04-11,Chicago,28
1435,3,930,3,34.47,2025-04-18,Atlanta,22
1436,2,228,1,10.99,2025-03-17,New York,31
1437,5,720,2,9.98,2025-04-18,New York,36
1438,1,734,3,38.97,2025-01-03,Dallas,19
1439,4,936,2,17.98,2025-03-25,Atlanta,31
1440,4,703,2,17.98,2025-01-06,Miami,42
1441,2,876,3,32.97,2025-01-19,New York,44
1442,1,843,3,38.97,2025-04-13,Chicago,15
1443,5,451,2,9.98,2025-03-17,New York,21
1444,5,43,1,4.99,2025-04-28,Dallas,17
1445,3,918,1,11.49,2025-05-23,Atlanta,45
1446,4,891,1,8.99,2025-03-18,Atlanta,20
1447,5,633,2,9.98,2025-04-23,Dallas,29
1448,1,737,3,38.97,2025-06-09,Dallas,35
1449,3,87,2,22.98,2025-03-11,Atlanta,16
1450,3,26,1,11.49,2025-04-08,New York,44
1451,3,374,3,34.47,2025-05-29,Miami,22
1452,2,120,2,21.98,2025-05-10,Dallas,16
1453,3,796,1,11.49,2025-04-05,Miami,44
1454,3,911,2,22.98,2025-04-24,Dallas,27
1455,4,723,1,8.99,2025-04-11,Dallas,30
1456,5,356,3,14.97,2025-05-18,Miami,19
1457,3,292,3,34.47,2025-04-18,Miami,36
1458,4,336,1,8.99,2025-06-08,Miami,18
1459,1,513,3,38.97,2025-01-04,Miami,43
1460,2,27,2,21.98,2025-01-12,New York,43
1461,1,479,3,38.97,2025-06-22,Chicago,41
1462,3,518,1,11.49,2025-03-26,Atlanta,32
1463,1,117,1,12.99,2025-03-27,Miami,21
1464,4,455,2,17.98,2025-03-19,Atlanta,38
1465,1,48,2,25.98,2025-05-10,Chicago,19
1466,4,139,3,26.97,2025-03-06,Dallas,37
1467,3,63,1,11.49,2025-03-02,Dallas,38
1468,3,298,1,11.49,2025-02-03,New York,32
1469,4,988,3,26.97,2025-02-08,Atlanta,34
1470,3,353,2,22.98,2025-04-19,Miami,21
1471,3,121,1,11.49,2025-04-17,Miami,44
1472,4,715,1,8.99,2025-05-24,Miami,41
1473,1,285,1,12.99,2025-01-05,Miami,34
1474,1,683,1,12.99,2025-02-21,New York,44
1475,2,789,3,32.97,2025-03-04,Miami,24
1476,3,451,1,11.49,2025-06-05,Atlanta,25
1477,4,887,3,26.97,2025-01-15,New York,20
1478,1,620,2,25.98,2025-01-27,New York,21
1479,5,970,2,9.98,2025-05-21,Dallas,40
1480,5,137,3,14.97,2025-02-16,Miami,27
1481,1,771,2,25.98,2025-06-05,Dallas,45
1482,1,120,1,12.99,2025-01-19,New York,24
1483,5,523,3,14.97,2025-06-20,Chicago,27
1484,2,650,3,32.97,2025-03-04,Chicago,33
1485,5,170,3,14.97,2025-03-21,Miami,38
1486,5,924,3,14.97,2025-02-21,Chicago,30
1487,2,827,3,32.97,2025-05-26,Chicago,45
1488,3,783,1,11.49,2024-12-29,Atlanta,17
1489,4,334,2,17.98,2025-06-21,Dallas,19
1490,3,964,2,22.98,2025-01-24,Chicago,28
1491,1,26,1,12.99,2025-05-21,Chicago,21
1492,4,935,3,26.97,2025-06-18,Miami,23
1493,3,838,1,11.49,2025-01-09,Dallas,24
1494,4,59,3,26.97,2025-04-13,Chicago,17
1495,5,997,3,14.97,2025-01-28,Miami,42
1496,1,677,1,12.99,2025-06-21,New York,44
1497,4,980,1,8.99,2025-06-18,Atlanta,35
1498,4,632,1,8.99,2025-03-17,Chicago,25
1499,3,971,3,34.47,2025-04-06,Chicago,29
1500,5,718,2,9.98,2025-01-27,Dallas,16
1501,4,304,3,26.97,2025-06-18,Dallas,17
1502,1,590,3,38.97,2025-06-26,Dallas,37
1503,2,104,2,21.98,2025-01-30,Miami,39
1504,5,934,2,9.98,2025-05-11,Chicago,34
1505,5,272,1,4.99,2025-05-20,Miami,36
1506,2,335,3,32.97,2025-01-12,Miami,23
1507,2,963,3,32.97,2025-01-07,New York,34
1508,3,308,1,11.49,2025-06-12,Atlanta,41
1509,4,453,2,17.98,2025-02-17,Dallas,44
1510,4,128,1,8.99,2025-04-17,Dallas,33
1511,2,455,1,10.99,2025-06-27,Miami,27
1512,3,235,1,11.49,2025-05-02,New York,19
1513,5,798,2,9.98,2025-05-20,Dallas,31
1514,5,261,2,9.98,2025-04-02,Chicago,19
1515,1,127,2,25.98,2025-04-28,Miami,44
1516,5,695,3,14.97,2025-01-14,Miami,37
1517,5,411,1,4.99,2025-02-02,Miami,27
1518,4,25,3,26.97,2024-12-31,Atlanta,31
1519,2,558,3,32.97,2024-12-30,Dallas,17
1520,1,200,3,38.97,2025-03-02,Miami,15
1521,1,276,1,12.99,2025-03-23,Dallas,28
1522,4,350,3,26.97,2025-01-31,Dallas,43
1523,1,169,3,38.97,2025-03-29,New York,36
1524,5,491,3,14.97,2025-01-14,Chicago,15
1525,2,83,3,32.97,2025-01-14,Atlanta,28
1526,2,221,3,32.97,2025-03-26,Dallas,43
1527,4,713,3,26.97,2025-03-15,Chicago,31
1528,2,634,1,10.99,2025-02-16,Dallas,17
1529,1,107,2,25.98,2025-06-29,New York,24
1530,3,932,3,34.47,2025-05-17,New York,42
1531,5,300,1,4.99,2025-01-08,Miami,42
1532,5,393,2,9.98,2025-04-08,Chicago,31
1533,2,798,2,21.98,2025-03-08,New York,30
1534,4,89,1,8.99,2025-05-02,Miami,39
1535,3,297,1,11.49,2025-06-16,Dallas,39
1536,5,109,1,4.99,2025-03-02,New York,33
1537,2,339,2,21.98,2025-04-17,Atlanta,17
1538,5,409,2,9.98,2025-05-06,Chicago,31
1539,4,954,3,26.97,2025-05-22,New York,45
1540,2,427,3,32.97,2025-03-26,Dallas,23
1541,5,625,2,9.98,2025-03-18,New York,43
1542,4,235,3,26.97,2025-02-24,Miami,35
1543,3,298,1,11.49,2025-02-27,New York,35
1544,4,825,3,26.97,2025-05-02,Chicago,16
1545,2,939,3,32.97,2025-04-09,Atlanta,40
1546,4,270,2,17.98,2025-06-11,New York,31
1547,1,903,3,38.97,2025-06-26,New York,24
1548,3,290,3,34.47,2025-05-29,Atlanta,17
1549,5,116,3,14.97,2025-03-28,Chicago,40
1550,4,210,2,17.98,2025-06-29,Atlanta,32
1551,4,606,3,26.97,2025-04-02,Miami,24
1552,4,66,2,17.98,2025-02-24,New York,41
1553,2,960,3,32.97,2025-05-29,Dallas,23
1554,4,354,3,26.97,2025-03-25,Chicago,15
1555,1,173,1,12.99,2025-03-24,Dallas,29
1556,4,815,2,17.98,2025-06-27,Dallas,33
1557,3,139,3,34.47,2025-03-12,New York,23
1558,4,552,3,26.97,2025-03-31,Atlanta,39
1559,1,653,2,25.98,2025-02-13,Atlanta,43
1560,1,335,2,25.98,2025-05-18,Dallas,21
1561,2,65,2,21.98,2025-05-27,New York,15
1562,4,166,1,8.99,2025-04-03,New York,36
1563,4,742,3,26.97,2025-04-18,Miami,30
1564,1,583,1,12.99,2025-01-12,Miami,17
1565,5,890,2,9.98,2025-04-20,Dallas,32
1566,5,641,2,9.98,2025-01-26,New York,28
1567,1,948,1,12.99,2025-04-03,Atlanta,21
1568,1,351,3,38.97,2025-03-18,New York,30
1569,2,862,1,10.99,2025-01-31,Atlanta,16
1570,3,499,2,22.98,2025-01-11,Chicago,32
1571,3,67,1,11.49,2025-05-23,New York,36
1572,3,986,1,11.49,2025-01-27,New York,18
1573,2,974,1,10.99,2025-05-05,Chicago,29
1574,4,543,1,8.99,2025-02-07,Miami,41
1575,1,584,2,25.98,2025-02-05,Atlanta,21
1576,3,241,2,22.98,2025-04-12,Miami,38
1577,2,93,3,32.97,2025-05-22,Miami,15
1578,3,926,2,22.98,2025-06-02,Miami,44
1579,5,494,3,14.97,2025-05-20,Miami,37
1580,4,378,2,17.98,2025-06-16,New York,20
1581,4,825,2,17.98,2024-12-31,Atlanta,28
1582,5,768,1,4.99,2025-03-31,Miami,36
1583,5,702,1,4.99,2025-03-06,Chicago,44
1584,1,483,3,38.97,2025-01-24,Atlanta,26
1585,5,35,1,4.99,2025-02-28,Miami,15
1586,2,263,3,32.97,2025-02-28,Atlanta,40
1587,3,257,1,11.49,2025-03-14,Chicago,18
1588,2,908,1,10.99,2025-05-14,Dallas,16
1589,3,757,2,22.98,2025-01-02,Miami,31
1590,1,569,1,12.99,2025-01-02,New York,31
1591,4,785,2,17.98,2025-04-28,New York,17
1592,2,53,2,21.98,2025-03-07,Chicago,18
1593,1,364,3,38.97,2025-01-21,Dallas,35
1594,3,640,3,34.47,2025-06-24,Chicago,40
1595,4,599,1,8.99,2025-03-27,Miami,19
1596,1,887,3,38.97,2025-01-07,Chicago,39
1597,3,552,3,34.47,2025-06-18,Dallas,16
1598,3,526,2,22.98,2024-12-31,Dallas,36
1599,5,106,2,9.98,2025-06-17,Chicago,36
1600,4,453,1,8.99,2025-03-29,Miami,42
1601,2,306,3,32.97,2025-03-08,Chicago,45
1602,4,965,2,17.98,2025-05-05,Miami,44
1603,5,253,3,14.97,2024-12-30,Chicago,16
1604,3,811,1,11.49,2025-03-13,Dallas,15
1605,5,802,2,9.98,2025-05-04,Chicago,43
1606,2,551,3,32.97,2025-06-10,Miami,26
1607,2,794,2,21.98,2025-01-06,New York,21
1608,1,27,2,25.98,2025-03-16,Chicago,30
1609,4,89,2,17.98,2025-03-03,Miami,17
1610,1,706,1,12.99,2025-06-19,Atlanta,38
1611,1,469,2,25.98,2025-04-14,Chicago,22
1612,3,490,3,34.47,2025-03-24,Miami,45
1613,2,537,2,21.98,2025-04-11,New York,21
1614,4,776,1,8.99,2024-12-30,Dallas,15
1615,4,414,2,17.98,2025-03-03,Miami,15
1616,5,708,3,14.97,2025-03-11,New York,37
1617,2,608,1,10.99,2025-01-14,Chicago,20
1618,4,97,2,17.98,2025-02-13,New York,29
1619,2,890,2,21.98,2025-01-19,Dallas,38
1620,3,850,2,22.98,2025-01-03,Dallas,15
1621,3,751,1,11.49,2025-04-14,Miami,26
1622,5,957,2,9.98,2025-04-08,Dallas,16
1623,1,587,1,12.99,2025-03-18,Miami,29
1624,5,344,1,4.99,2025-06-23,Miami,23
1625,2,321,2,21.98,2025-05-04,Chicago,21
1626,2,747,2,21.98,2025-02-10,Chicago,25
1627,2,369,1,10.99,2025-03-24,Dallas,45
1628,2,741,2,21.98,2025-05-03,Miami,18
1629,3,507,1,11.49,2025-05-16,Atlanta,27
1630,5,192,3,14.97,2025-01-05,Chicago,39
1631,4,284,1,8.99,2025-04-05,Atlanta,24
1632,2,893,2,21.98,2025-03-28,Dallas,42
1633,4,853,2,17.98,2025-01-28,New York,40
1634,2,119,3,32.97,2025-06-14,Miami,29
1635,2,678,2,21.98,2025-04-19,Dallas,28
1636,1,38,3,38.97,2025-06-29,Dallas,21
1637,4,49,1,8.99,2025-04-13,Chicago,43
1638,2,475,2,21.98,2025-02-05,Dallas,35
1639,1,522,1,12.99,2025-01-26,New York,30
1640,1,991,3,38.97,2025-05-17,Chicago,29
1641,1,104,2,25.98,2025-04-25,New York,32
1642,4,151,2,17.98,2025-05-05,Atlanta,25
1643,5,144,3,14.97,2025-05-11,New York,26
1644,3,659,3,34.47,2025-04-19,Miami,38
1645,3,60,3,34.47,2025-04-02,Dallas,32
1646,4,216,3,26.97,2025-03-11,Dallas,19
1647,3,357,2,22.98,2025-05-01,Miami,15
1648,4,623,2,17.98,2025-01-03,Atlanta,19
1649,4,476,3,26.97,2025-02-18,Miami,22
1650,5,670,3,14.97,2025-01-16,Atlanta,21
1651,3,315,1,11.49,2025-05-20,Atlanta,29
1652,2,240,1,10.99,2025-06-14,Chicago,38
1653,2,716,3,32.97,2025-04-23,Atlanta,32
1654,5,943,1,4.99,2025-06-15,New York,32
1655,4,773,1,8.99,2025-05-03,Chicago,31
1656,5,130,3,14.97,2025-01-16,Atlanta,38
1657,1,981,1,12.99,2024-12-30,Chicago,19
1658,5,809,3,14.97,2025-05-29,Atlanta,25
1659,5,914,1,4.99,2025-03-15,Atlanta,24
1660,1,898,2,25.98,2025-04-01,Miami,41
1661,4,676,1,8.99,2025-06-24,Miami,37
1662,4,38,3,26.97,2025-06-29,Miami,31
1663,4,458,3,26.97,2025-02-21,Atlanta,22
1664,2,798,2,21.98,2025-02-22,Chicago,15
1665,5,103,3,14.97,2025-06-10,Chicago,44
1666,4,971,1,8.99,2025-06-15,Dallas,24
1667,3,415,1,11.49,2025-05-24,New York,30
1668,5,442,3,14.97,2024-12-30,Dallas,35
1669,1,420,2,25.98,2025-06-01,New York,42
1670,5,991,1,4.99,2025-06-03,Atlanta,26
1671,2,770,3,32.97,2025-05-19,Chicago,45
1672,1,668,3,38.97,2025-06-27,New York,26
1673,3,46,1,11.49,2025-03-22,Miami,44
1674,5,931,2,9.98,2025-04-24,Dallas,39
1675,5,963,3,14.97,2025-03-06,New York,28
1676,1,764,3,38.97,2025-05-16,Miami,24
1677,4,610,3,26.97,2025-01-27,New York,41
1678,5,462,2,9.98,2025-02-05,Chicago,45
1679,5,625,1,4.99,2025-06-06,Dallas,30
1680,3,264,1,11.49,2025-01-27,Atlanta,45
1681,2,46,3,32.97,2025-03-26,Dallas,16
1682,3,950,1,11.49,2025-01-18,Atlanta,23
1683,4,793,2,17.98,2025-01-01,Atlanta,15
1684,2,253,2,21.98,2025-05-01,Miami,30
1685,4,683,1,8.99,2025-01-04,New York,40
1686,2,283,3,32.97,2025-02-28,Miami,19
1687,4,944,1,8.99,2025-06-29,Miami,37
1688,4,904,3,26.97,2025-04-04,Chicago,21
1689,1,363,2,25.98,2025-06-02,Chicago,15
1690,2,625,3,32.97,2025-03-31,Atlanta,25
1691,4,573,1,8.99,2025-02-02,Miami,37
1692,2,507,1,10.99,2025-04-02,Chicago,26
1693,3,72,1,11.49,2025-01-16,Miami,35
1694,4,367,2,17.98,2025-01-16,Dallas,31
1695,4,509,3,26.97,2025-01-05,Dallas,19
